model|var_def|population|Parameter|Estimate|LowerCL|UpperCL
no_cci#sens|def02|prev_2015|def02_04  1|0.165578314|0.160584325|0.170572302
no_cci#sens|def02|prev_2015|def02_04  0|0.000000000||
no_cci#sens|def02|prev_2015|def02_05  1|0.236627663|0.228081902|0.245173424
no_cci#sens|def02|prev_2015|def02_05  0|0.000000000||
no_cci#sens|def02|prev_2015|def02_06  1|0.240739702|0.237714467|0.243764938
no_cci#sens|def02|prev_2015|def02_06  0|0.000000000||
no_cci#sens|def02|prev_2015|def02_07  1|0.077213916|0.076058552|0.078369280
no_cci#sens|def02|prev_2015|def02_07  0|0.000000000||
no_cci#sens|def02|prev_2015|def02_08  1|0.018258570|0.016084388|0.020432753
no_cci#sens|def02|prev_2015|def02_08  0|0.000000000||
no_cci#sens|def02|prev_2015|def02_09  1|0.083397992|0.080021133|0.086774850
no_cci#sens|def02|prev_2015|def02_09  0|0.000000000||
no_cci#sens|def02|prev_2015|def02_10  1|0.086474059|0.080870152|0.092077965
no_cci#sens|def02|prev_2015|def02_10  0|0.000000000||
no_cci#sens|def02|prev_2015|def02_11  1|0.152694595|0.149793616|0.155595573
no_cci#sens|def02|prev_2015|def02_11  0|0.000000000||
no_cci#sens|def02|prev_2015|def02_12  1|0.033308566|0.031879711|0.034737422
no_cci#sens|def02|prev_2015|def02_12  0|0.000000000||
no_cci#sens|def02|prev_2015|def02_13  1|0.067003419|0.062749080|0.071257757
no_cci#sens|def02|prev_2015|def02_13  0|0.000000000||
no_cci#sens|def02|prev_2015|def02_14  1|0.078378871|0.073610471|0.083147272
no_cci#sens|def02|prev_2015|def02_14  0|0.000000000||
no_cci#sens|def02|prev_2015|def02_15  1|0.339858949|0.333720168|0.345997730
no_cci#sens|def02|prev_2015|def02_15  0|0.000000000||
no_cci#sens|def02|prev_2015|def02_16  1|0.183709776|0.175497050|0.191922503
no_cci#sens|def02|prev_2015|def02_16  0|0.000000000||
no_cci#sens|def02|prev_2015|def02_17  1|0.196171220|0.183585968|0.208756473
no_cci#sens|def02|prev_2015|def02_17  0|0.000000000||
no_cci#sens|def02|prev_2015|def02_18  1|0.158190627|0.153877252|0.162504003
no_cci#sens|def02|prev_2015|def02_18  0|0.000000000||
no_cci#sens|def02|prev_2015|def02_19  1|0.061924746|0.058867578|0.064981914
no_cci#sens|def02|prev_2015|def02_19  0|0.000000000||
no_cci#sens|def02|prev_2015|def02_20  1|0.222449405|0.218942620|0.225956190
no_cci#sens|def02|prev_2015|def02_20  0|0.000000000||
no_cci#sens|def02|prev_2015|def02_21  1|0.240369833|0.237209406|0.243530261
no_cci#sens|def02|prev_2015|def02_21  0|0.000000000||
no_cci#sens|def02|prev_2015|def02_22  1|0.079892611|0.078804134|0.080981088
no_cci#sens|def02|prev_2015|def02_22  0|0.000000000||
no_cci#sens|def02|prev_2015|def02_23  1|0.044537897|0.042787644|0.046288151
no_cci#sens|def02|prev_2015|def02_23  0|0.000000000||
no_cci#sens|def02|prev_2015|def02_24  1|0.172740983|0.170746226|0.174735739
no_cci#sens|def02|prev_2015|def02_24  0|0.000000000||
no_cci#sens|def02|prev_2015|def02_25  1|0.037289874|0.035726599|0.038853148
no_cci#sens|def02|prev_2015|def02_25  0|0.000000000||
no_cci#sens|def02|prev_2015|male      1|-0.019482456|-0.020231146|-0.018733766
no_cci#sens|def02|prev_2015|male      0|0.000000000||
no_cci#sens|def02|prev_2015|age_g     1|-0.013123363|-0.014638331|-0.011608396
no_cci#sens|def02|prev_2015|age_g     2|0.013179992|0.011671681|0.014688304
no_cci#sens|def02|prev_2015|age_g     3|0.023780797|0.022239790|0.025321803
no_cci#sens|def02|prev_2015|age_g     4|0.022671750|0.021180019|0.024163480
no_cci#sens|def02|prev_2015|age_g     5|0.063442007|0.061919511|0.064964502
no_cci#sens|def02|prev_2015|age_g     6|0.143030343|0.141468352|0.144592334
no_cci#sens|def02|prev_2015|age_g     7|0.257540564|0.255770049|0.259311079
no_cci#sens|def02|prev_2015|age_g     8|0.482224380|0.479787567|0.484661194
no_cci#sens|def02|prev_2015|age_g     9|0.971074660|0.966166167|0.975983152
no_cci#sens|def02|prev_2015|age_g     0|0.000000000||
cci#all|def02|prev_2015|Intercept|0.043612194|0.041317016|0.045907372
cci#all|def02|prev_2015|def02_01  1|0.126823758|0.123007321|0.130640195
cci#all|def02|prev_2015|def02_01  0|0.000000000||
cci#all|def02|prev_2015|def02_02  1|0.060343360|0.057284574|0.063402147
cci#all|def02|prev_2015|def02_02  0|0.000000000||
cci#all|def02|prev_2015|def02_03  1|0.303975405|0.296004957|0.311945852
cci#all|def02|prev_2015|def02_03  0|0.000000000||
cci#all|def02|prev_2015|def02_04  1|0.220448137|0.210840060|0.230056214
cci#all|def02|prev_2015|def02_04  0|0.000000000||
cci#all|def02|prev_2015|def02_05  1|0.179000487|0.162091319|0.195909656
cci#all|def02|prev_2015|def02_05  0|0.000000000||
cci#all|def02|prev_2015|def02_06  1|0.817561579|0.812067832|0.823055326
cci#all|def02|prev_2015|def02_06  0|0.000000000||
cci#all|def02|prev_2015|def02_07  1|0.109744464|0.107502746|0.111986181
cci#all|def02|prev_2015|def02_07  0|0.000000000||
cci#all|def02|prev_2015|def02_08  1|0.028509632|0.024266934|0.032752331
cci#all|def02|prev_2015|def02_08  0|0.000000000||
cci#all|def02|prev_2015|def02_09  1|0.180041851|0.173518883|0.186564819
cci#all|def02|prev_2015|def02_09  0|0.000000000||
cci#all|def02|prev_2015|def02_10  1|0.306523953|0.295655868|0.317392039
cci#all|def02|prev_2015|def02_10  0|0.000000000||
cci#all|def02|prev_2015|def02_11  1|0.282102234|0.276547093|0.287657376
cci#all|def02|prev_2015|def02_11  0|0.000000000||
cci#all|def02|prev_2015|def02_12  1|0.012237131|0.009446353|0.015027909
cci#all|def02|prev_2015|def02_12  0|0.000000000||
cci#all|def02|prev_2015|def02_13  1|0.108997458|0.100756048|0.117238869
cci#all|def02|prev_2015|def02_13  0|0.000000000||
cci#all|def02|prev_2015|def02_14  1|0.162793045|0.153584969|0.172001121
cci#all|def02|prev_2015|def02_14  0|0.000000000||
cci#all|def02|prev_2015|def02_15  1|0.540066019|0.528293585|0.551838453
cci#all|def02|prev_2015|def02_15  0|0.000000000||
cci#all|def02|prev_2015|def02_16  1|0.259752881|0.243944814|0.275560948
cci#all|def02|prev_2015|def02_16  0|0.000000000||
cci#all|def02|prev_2015|def02_17  1|0.502913019|0.479231708|0.526594329
cci#all|def02|prev_2015|def02_17  0|0.000000000||
cci#all|def02|prev_2015|def02_18  1|0.286191317|0.278046723|0.294335912
cci#all|def02|prev_2015|def02_18  0|0.000000000||
cci#all|def02|prev_2015|def02_19  1|0.105604990|0.099680959|0.111529021
cci#all|def02|prev_2015|def02_19  0|0.000000000||
cci#all|def02|prev_2015|def02_20  1|0.162321535|0.155532045|0.169111024
cci#all|def02|prev_2015|def02_20  0|0.000000000||
cci#all|def02|prev_2015|def02_21  1|0.578842891|0.572811214|0.584874568
cci#all|def02|prev_2015|def02_21  0|0.000000000||
cci#all|def02|prev_2015|def02_22  1|0.065920723|0.063805025|0.068036421
cci#all|def02|prev_2015|def02_22  0|0.000000000||
cci#all|def02|prev_2015|def02_23  1|0.044919073|0.041515964|0.048322182
cci#all|def02|prev_2015|def02_23  0|0.000000000||
cci#all|def02|prev_2015|def02_24  1|0.158150058|0.153782675|0.162517442
cci#all|def02|prev_2015|def02_24  0|0.000000000||
cci#all|def02|prev_2015|def02_25  1|0.050020230|0.046986006|0.053054455
cci#all|def02|prev_2015|def02_25  0|0.000000000||
cci#all|def02|prev_2015|cci_1     1|0.047903410|0.040568714|0.055238106
cci#all|def02|prev_2015|cci_1     0|0.000000000||
cci#all|def02|prev_2015|cci_2     1|0.381427622|0.374124774|0.388730470
cci#all|def02|prev_2015|cci_2     0|0.000000000||
cci#all|def02|prev_2015|cci_3     1|0.223584461|0.217265605|0.229903317
cci#all|def02|prev_2015|cci_3     0|0.000000000||
cci#all|def02|prev_2015|cci_4     1|0.298023598|0.292611194|0.303436001
cci#all|def02|prev_2015|cci_4     0|0.000000000||
cci#all|def02|prev_2015|cci_6     1|0.212315321|0.208660489|0.215970152
cci#all|def02|prev_2015|cci_6     0|0.000000000||
cci#all|def02|prev_2015|cci_7     1|0.256845855|0.250921525|0.262770186
cci#all|def02|prev_2015|cci_7     0|0.000000000||
cci#all|def02|prev_2015|cci_8     1|0.253215215|0.244590481|0.261839948
cci#all|def02|prev_2015|cci_8     0|0.000000000||
cci#all|def02|prev_2015|cci_9     1|0.220339844|0.209875647|0.230804042
cci#all|def02|prev_2015|cci_9     0|0.000000000||
cci#all|def02|prev_2015|cci_10    1|0.204991213|0.199762407|0.210220019
cci#all|def02|prev_2015|cci_10    0|0.000000000||
cci#all|def02|prev_2015|cci_11    1|0.850744140|0.831687301|0.869800979
cci#all|def02|prev_2015|cci_11    0|0.000000000||
cci#all|def02|prev_2015|cci_12    1|0.581292082|0.573524276|0.589059888
cci#all|def02|prev_2015|cci_12    0|0.000000000||
cci#all|def02|prev_2015|cci_13    1|0.311943478|0.304111889|0.319775067
cci#all|def02|prev_2015|cci_13    0|0.000000000||
cci#all|def02|prev_2015|cci_14    1|0.261110446|0.257010840|0.265210051
cci#all|def02|prev_2015|cci_14    0|0.000000000||
cci#all|def02|prev_2015|cci_15    1|0.808008888|0.788157136|0.827860640
cci#all|def02|prev_2015|cci_15    0|0.000000000||
cci#all|def02|prev_2015|cci_16    1|0.719671157|0.705122238|0.734220076
cci#all|def02|prev_2015|cci_16    0|0.000000000||
cci#all|def02|prev_2015|cci_17    1|0.480309878|0.458217645|0.502402110
cci#all|def02|prev_2015|cci_17    0|0.000000000||
cci#all|def02|prev_2015|cci_18    1|0.781606132|0.769305600|0.793906665
cci#all|def02|prev_2015|cci_18    0|0.000000000||
cci#all|def02|prev_2015|cci_19    1|0.168561996|0.143524998|0.193598994
cci#all|def02|prev_2015|cci_19    0|0.000000000||
cci#all|def02|prev_2015|male      1|-0.029035276|-0.030499259|-0.027571292
cci#all|def02|prev_2015|male      0|0.000000000||
cci#all|def02|prev_2015|age_g     1|-0.008728716|-0.011695337|-0.005762095
cci#all|def02|prev_2015|age_g     2|0.001540526|-0.001415302|0.004496354
cci#all|def02|prev_2015|age_g     3|0.007785708|0.004765835|0.010805581
cci#all|def02|prev_2015|age_g     4|0.002492333|-0.000431205|0.005415871
cci#all|def02|prev_2015|age_g     5|0.028290007|0.025304081|0.031275932
cci#all|def02|prev_2015|age_g     6|0.084421725|0.081341975|0.087501474
cci#all|def02|prev_2015|age_g     7|0.174770384|0.171252935|0.178287833
cci#all|def02|prev_2015|age_g     8|0.566881074|0.562127187|0.571634962
cci#all|def02|prev_2015|age_g     9|1.610868220|1.602150046|1.619586393
cci#all|def02|prev_2015|age_g     0|0.000000000||
cci#sens|def02|prev_2015|Intercept|0.044074987|0.042939486|0.045210488
cci#sens|def02|prev_2015|def02_01  1|0.073694441|0.071781609|0.075607273
cci#sens|def02|prev_2015|def02_01  0|0.000000000||
cci#sens|def02|prev_2015|def02_02  1|0.042226566|0.040695687|0.043757446
cci#sens|def02|prev_2015|def02_02  0|0.000000000||
cci#sens|def02|prev_2015|def02_03  1|0.165002004|0.160960146|0.169043861
cci#sens|def02|prev_2015|def02_03  0|0.000000000||
cci#sens|def02|prev_2015|def02_04  1|0.136003391|0.131163872|0.140842911
cci#sens|def02|prev_2015|def02_04  0|0.000000000||
cci#sens|def02|prev_2015|def02_05  1|0.129560676|0.121008286|0.138113065
cci#sens|def02|prev_2015|def02_05  0|0.000000000||
cci#sens|def02|prev_2015|def02_06  1|0.243690677|0.240759247|0.246622106
cci#sens|def02|prev_2015|def02_06  0|0.000000000||
cci#sens|def02|prev_2015|def02_07  1|0.063349248|0.062229008|0.064469487
cci#sens|def02|prev_2015|def02_07  0|0.000000000||
cci#sens|def02|prev_2015|def02_08  1|0.023432518|0.021326838|0.025538199
cci#sens|def02|prev_2015|def02_08  0|0.000000000||
cci#sens|def02|prev_2015|def02_09  1|0.078119546|0.074843374|0.081395718
cci#sens|def02|prev_2015|def02_09  0|0.000000000||
cci#sens|def02|prev_2015|def02_10  1|0.087490854|0.082064320|0.092917388
cci#sens|def02|prev_2015|def02_10  0|0.000000000||
cci#sens|def02|prev_2015|def02_11  1|0.132782311|0.129969298|0.135595323
cci#sens|def02|prev_2015|def02_11  0|0.000000000||
cci#sens|def02|prev_2015|def02_12  1|0.030088039|0.028703945|0.031472133
cci#sens|def02|prev_2015|def02_12  0|0.000000000||
cci#sens|def02|prev_2015|def02_13  1|0.052601345|0.048480425|0.056722264
cci#sens|def02|prev_2015|def02_13  0|0.000000000||
cci#sens|def02|prev_2015|def02_14  1|0.072840907|0.068222702|0.077459112
cci#sens|def02|prev_2015|def02_14  0|0.000000000||
cci#sens|def02|prev_2015|def02_15  1|0.338482186|0.332536521|0.344427852
cci#sens|def02|prev_2015|def02_15  0|0.000000000||
cci#sens|def02|prev_2015|def02_16  1|0.137645337|0.129688671|0.145602003
cci#sens|def02|prev_2015|def02_16  0|0.000000000||
cci#sens|def02|prev_2015|def02_17  1|0.188164282|0.175973911|0.200354652
cci#sens|def02|prev_2015|def02_17  0|0.000000000||
cci#sens|def02|prev_2015|def02_18  1|0.155409839|0.151232853|0.159586826
cci#sens|def02|prev_2015|def02_18  0|0.000000000||
cci#sens|def02|prev_2015|def02_19  1|0.065682280|0.062721773|0.068642788
cci#sens|def02|prev_2015|def02_19  0|0.000000000||
cci#sens|def02|prev_2015|def02_20  1|0.130436535|0.127012512|0.133860558
cci#sens|def02|prev_2015|def02_20  0|0.000000000||
cci#sens|def02|prev_2015|def02_21  1|0.242309832|0.239249144|0.245370521
cci#sens|def02|prev_2015|def02_21  0|0.000000000||
cci#sens|def02|prev_2015|def02_22  1|0.059845113|0.058788959|0.060901268
cci#sens|def02|prev_2015|def02_22  0|0.000000000||
cci#sens|def02|prev_2015|def02_23  1|0.042975723|0.041280753|0.044670694
cci#sens|def02|prev_2015|def02_23  0|0.000000000||
cci#sens|def02|prev_2015|def02_24  1|0.097611853|0.095407683|0.099816024
cci#sens|def02|prev_2015|def02_24  0|0.000000000||
cci#sens|def02|prev_2015|def02_25  1|0.032890490|0.031376398|0.034404583
cci#sens|def02|prev_2015|def02_25  0|0.000000000||
cci#sens|def02|prev_2015|cci_1     1|0.064248011|0.060539434|0.067956588
cci#sens|def02|prev_2015|cci_1     0|0.000000000||
cci#sens|def02|prev_2015|cci_2     1|0.267900339|0.264143292|0.271657387
cci#sens|def02|prev_2015|cci_2     0|0.000000000||
cci#sens|def02|prev_2015|cci_3     1|0.174154943|0.170943870|0.177366016
cci#sens|def02|prev_2015|cci_3     0|0.000000000||
cci#sens|def02|prev_2015|cci_4     1|0.110723397|0.107954527|0.113492267
cci#sens|def02|prev_2015|cci_4     0|0.000000000||
cci#sens|def02|prev_2015|cci_6     1|0.165386224|0.163552586|0.167219862
cci#sens|def02|prev_2015|cci_6     0|0.000000000||
cci#sens|def02|prev_2015|cci_7     1|0.228395561|0.225420202|0.231370919
cci#sens|def02|prev_2015|cci_7     0|0.000000000||
cci#sens|def02|prev_2015|cci_8     1|0.137358214|0.132933475|0.141782953
cci#sens|def02|prev_2015|cci_8     0|0.000000000||
cci#sens|def02|prev_2015|cci_9     1|0.133383816|0.128109541|0.138658090
cci#sens|def02|prev_2015|cci_9     0|0.000000000||
cci#sens|def02|prev_2015|cci_10    1|0.168072104|0.165436526|0.170707682
cci#sens|def02|prev_2015|cci_10    0|0.000000000||
cci#sens|def02|prev_2015|cci_11    1|0.458363010|0.448440605|0.468285416
cci#sens|def02|prev_2015|cci_11    0|0.000000000||
cci#sens|def02|prev_2015|cci_12    1|0.242214927|0.238193647|0.246236207
cci#sens|def02|prev_2015|cci_12    0|0.000000000||
cci#sens|def02|prev_2015|cci_13    1|0.188488790|0.184500291|0.192477290
cci#sens|def02|prev_2015|cci_13    0|0.000000000||
cci#sens|def02|prev_2015|cci_14    1|0.235056012|0.232991388|0.237120635
cci#sens|def02|prev_2015|cci_14    0|0.000000000||
cci#sens|def02|prev_2015|cci_15    1|0.397254347|0.387082313|0.407426380
cci#sens|def02|prev_2015|cci_15    0|0.000000000||
cci#sens|def02|prev_2015|cci_16    1|0.409603563|0.402132733|0.417074393
cci#sens|def02|prev_2015|cci_16    0|0.000000000||
cci#sens|def02|prev_2015|cci_17    1|0.247864395|0.236490954|0.259237836
cci#sens|def02|prev_2015|cci_17    0|0.000000000||
cci#sens|def02|prev_2015|cci_18    1|0.580534223|0.574250428|0.586818017
cci#sens|def02|prev_2015|cci_18    0|0.000000000||
cci#sens|def02|prev_2015|cci_19    1|0.172375159|0.159906698|0.184843619
cci#sens|def02|prev_2015|cci_19    0|0.000000000||
cci#sens|def02|prev_2015|male      1|-0.023816892|-0.024543793|-0.023089991
cci#sens|def02|prev_2015|male      0|0.000000000||
cci#sens|def02|prev_2015|age_g     1|-0.010589435|-0.012056668|-0.009122201
cci#sens|def02|prev_2015|age_g     2|0.019953792|0.018491798|0.021415786
cci#sens|def02|prev_2015|age_g     3|0.027896170|0.026402292|0.029390048
cci#sens|def02|prev_2015|age_g     4|0.020139277|0.018692739|0.021585815
cci#sens|def02|prev_2015|age_g     5|0.044734673|0.043256339|0.046213007
cci#sens|def02|prev_2015|age_g     6|0.091795032|0.090268100|0.093321963
cci#sens|def02|prev_2015|age_g     7|0.164918864|0.163167730|0.166669998
cci#sens|def02|prev_2015|age_g     8|0.354436643|0.352024602|0.356848685
cci#sens|def02|prev_2015|age_g     9|0.850431430|0.845645998|0.855216861
cci#sens|def02|prev_2015|age_g     0|0.000000000||
no_cci#all|def03|prev_2015|Intercept|0.052082947|0.049753483|0.054412411
no_cci#all|def03|prev_2015|def03_01  1|0.164312646|0.160466949|0.168158342
no_cci#all|def03|prev_2015|def03_01  0|0.000000000||
no_cci#all|def03|prev_2015|def03_02  1|0.067219362|0.064103210|0.070335514
no_cci#all|def03|prev_2015|def03_02  0|0.000000000||
no_cci#all|def03|prev_2015|def03_03  1|0.299428295|0.291309867|0.307546722
no_cci#all|def03|prev_2015|def03_03  0|0.000000000||
no_cci#all|def03|prev_2015|def03_04  1|0.259293666|0.249515550|0.269071782
no_cci#all|def03|prev_2015|def03_04  0|0.000000000||
no_cci#all|def03|prev_2015|def03_05  1|0.375029585|0.358335865|0.391723305
no_cci#all|def03|prev_2015|def03_05  0|0.000000000||
no_cci#all|def03|prev_2015|def03_06  1|0.820269997|0.814735422|0.825804571
no_cci#all|def03|prev_2015|def03_06  0|0.000000000||
no_cci#all|def03|prev_2015|def03_07  1|0.129591005|0.127303688|0.131878321
no_cci#all|def03|prev_2015|def03_07  0|0.000000000||
no_cci#all|def03|prev_2015|def03_08  1|-0.005011806|-0.008809353|-0.001214259
no_cci#all|def03|prev_2015|def03_08  0|0.000000000||
no_cci#all|def03|prev_2015|def03_09  1|0.182486626|0.175779288|0.189193964
no_cci#all|def03|prev_2015|def03_09  0|0.000000000||
no_cci#all|def03|prev_2015|def03_10  1|0.306508244|0.295439460|0.317577028
no_cci#all|def03|prev_2015|def03_10  0|0.000000000||
no_cci#all|def03|prev_2015|def03_11  1|0.320758980|0.315109444|0.326408516
no_cci#all|def03|prev_2015|def03_11  0|0.000000000||
no_cci#all|def03|prev_2015|def03_12  1|0.020654675|0.018166696|0.023142654
no_cci#all|def03|prev_2015|def03_12  0|0.000000000||
no_cci#all|def03|prev_2015|def03_13  1|0.210813189|0.200359399|0.221266978
no_cci#all|def03|prev_2015|def03_13  0|0.000000000||
no_cci#all|def03|prev_2015|def03_14  1|0.177265639|0.167916749|0.186614528
no_cci#all|def03|prev_2015|def03_14  0|0.000000000||
no_cci#all|def03|prev_2015|def03_15  1|0.537348477|0.525357626|0.549339329
no_cci#all|def03|prev_2015|def03_15  0|0.000000000||
no_cci#all|def03|prev_2015|def03_16  1|0.318464953|0.302352727|0.334577179
no_cci#all|def03|prev_2015|def03_16  0|0.000000000||
no_cci#all|def03|prev_2015|def03_17  1|0.489387173|0.468488886|0.510285461
no_cci#all|def03|prev_2015|def03_17  0|0.000000000||
no_cci#all|def03|prev_2015|def03_18  1|0.273465027|0.265158797|0.281771257
no_cci#all|def03|prev_2015|def03_18  0|0.000000000||
no_cci#all|def03|prev_2015|def03_19  1|0.100372509|0.094339043|0.106405975
no_cci#all|def03|prev_2015|def03_19  0|0.000000000||
no_cci#all|def03|prev_2015|def03_20  1|0.303965258|0.297106771|0.310823744
no_cci#all|def03|prev_2015|def03_20  0|0.000000000||
no_cci#all|def03|prev_2015|def03_21  1|0.576550279|0.570406806|0.582693752
no_cci#all|def03|prev_2015|def03_21  0|0.000000000||
no_cci#all|def03|prev_2015|def03_22  1|0.092754972|0.090708315|0.094801628
no_cci#all|def03|prev_2015|def03_22  0|0.000000000||
no_cci#all|def03|prev_2015|def03_23  1|0.047727764|0.044264790|0.051190738
no_cci#all|def03|prev_2015|def03_23  0|0.000000000||
no_cci#all|def03|prev_2015|def03_24  1|0.328331586|0.324462448|0.332200723
no_cci#all|def03|prev_2015|def03_24  0|0.000000000||
no_cci#all|def03|prev_2015|def03_25  1|0.056882529|0.053801713|0.059963346
no_cci#all|def03|prev_2015|def03_25  0|0.000000000||
no_cci#all|def03|prev_2015|male      1|-0.018982035|-0.020477028|-0.017487041
no_cci#all|def03|prev_2015|male      0|0.000000000||
no_cci#all|def03|prev_2015|age_g     1|-0.013149897|-0.016171401|-0.010128394
no_cci#all|def03|prev_2015|age_g     2|-0.009488455|-0.012492944|-0.006483967
